번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
452,병원,01_01_01_P,4060000,PHMA220224060023021200004,2022-06-07,,01,영업/정상,13,영업중,,,,,031-1600-8052,6293.94,,경기도 파주시 금촌동 948-3 파주드림요양병원,"경기도 파주시 시청로 6, 파주드림요양병원 1동 (금촌동)",10924,파주드림요양병원,2025-09-02 17:31:26,U,2025-09-04 02:40:00,요양병원(일반요양병원),180080.245529069    ,472857.162113743    ,요양병원(일반요양병원),38,46,232,6293.94,308 122 120 115 114 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 침구과",,,,0,0,,,0,,시군구
453,병원,01_01_01_P,5530000,PHMA220225530440021200002,2022-05-30,,01,영업/정상,13,영업중,,,,,-1644-7889,1297.25,,,"경기도 화성시 동탄솔빛로 57, 케이에이치스퀘어 2,3,4층 (반송동)",18443,동탄더하다한방병원,2024-09-09 17:22:37,U,2024-09-11 02:40:00,한방병원,206460.27403793     ,410252.351110608    ,한방병원,20,17,48,1297.25,122 301 306 308,"가정의학과, 한방내과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
454,병원,01_01_01_P,3470000,PHMA220223470022021200002,2022-05-30,,01,영업/정상,13,영업중,,,,,053-264-0119,4901,,,대구광역시 달서구 월배로 446(송현동),42818,선진요양병원,2025-07-18 22:49:46,U,2025-07-20 02:40:00,요양병원(일반요양병원),340382.619774448    ,260327.827672994    ,요양병원(일반요양병원),31,32,170,4901,308 307 301 122 120 106 104 102 101,"내과, 신경과, 외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
455,병원,01_01_01_P,3740000,PHMA220223740032021200001,2022-05-26,,01,영업/정상,13,영업중,,,,,031-298-1255,1941.72,,경기도 수원시 권선구 호매실동 1401,"경기도 수원시 권선구 호매실로104번길 24-43, B동 2~5층 (호매실동)",16630,반듯한방병원,2025-09-30 16:57:47,U,2025-10-02 02:40:00,한방병원,196610.728802103    ,417359.452786749    ,한방병원,12,21,59,1941.72,308 307 306 305 304 303 302 301 101,"내과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
456,병원,01_01_01_P,3230000,PHMA220223230034021200002,2022-05-26,,01,영업/정상,13,영업중,,,,,02-424-2340,2219.83,,,"서울특별시 송파구 삼전로 42, 지하1~6층 (삼전동)",05593,강남푸른숲한방병원,2025-09-23 15:43:06,U,2025-09-25 02:40:00,한방병원,207625.449032462    ,444492.597835876    ,한방병원,9,38,69,2219.83,101 301 302 308,"내과, 한방내과, 한방부인과, 침구과",,,,0,0,,,0,,시군구
457,병원,01_01_01_P,3050000,PHMA220223050034021200001,2022-05-26,,01,영업/정상,13,영업중,,,,,02-6235-7575,,,서울특별시 동대문구 장안동 311-5 장안동의료시설,"서울특별시 동대문구 장한로32길 7, 장안동의료시설 (장안동)",02522,엔플러스병원,2022-11-07 17:16:52,U,2022-11-09 02:40:00,병원,206344.162717169    ,452578.5598439      ,병원,35,47,72,3907.33,122 120 115 114 113 111 102 101,"내과, 신경과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
458,병원,01_01_01_P,3340000,PHMA220223340025021200001,2022-05-24,,01,영업/정상,13,영업중,,,,,051-713-9730,4067.64,,부산광역시 사하구 하단동 528-11 일성빌딩,"부산광역시 사하구 낙동남로 1427, 일성빌딩 6~9층 (하단동)",49310,부산자생한방병원,2025-10-20 11:20:19,U,2025-10-23 02:40:00,한방병원,379332.875938538    ,180386.247082116    ,한방병원,41,17,60,4067.64,308 307 306 305 304 303 302 301 116 101,"내과, 영상의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
459,병원,01_01_01_P,3940000,PHMA220223940140021200001,2022-05-12,,01,영업/정상,13,영업중,,,,,031-911-3650,3177.17,,경기도 고양시 일산서구 대화동 2219,"경기도 고양시 일산서구 중앙로 1581, 2층 203~209호 (대화동)",10381,일산365한방병원,2025-07-16 15:42:54,U,2025-07-19 02:40:00,한방병원,177541.856714483    ,463796.649469142    ,한방병원,17,18,51,3177.17,308 307 306 305 304 303 302 301 122 120 114 113 111 110 106 105 101,"내과, 정형외과, 신경외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
460,병원,01_01_01_P,5670000,PHMA220225670066021200001,2022-05-12,,01,영업/정상,13,영업중,,,,,055-253-2000,9200.93,,,경상남도 창원시 마산회원구 합포로 285(양덕동),51320,의료법인신화성의료재단 잘본병원,2024-08-13 16:16:49,U,2024-08-15 02:40:00,병원,344405.405969556    ,192666.512314369    ,병원,45,45,168,9200.93,101 102 105 106 120 122,"내과, 신경과, 정형외과, 신경외과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
461,병원,01_01_01_P,3830000,PHMA220223830263021200001,2022-05-11,,01,영업/정상,13,영업중,,,,,031-360-1375,1934.36,,,경기도 안양시 동안구 시민대로 388(관양동),14058,대윤한방병원,2025-07-31 13:36:52,U,2025-08-02 02:40:00,한방병원,197558.995962436    ,432653.446589106    ,한방병원,12,22,60,1934.36,101 110 120 122 301 302 303 304 305 306 307 308,"내과, 산부인과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
462,병원,01_01_01_P,4010000,PHMA220224010281021200005,2022-05-11,,01,영업/정상,13,영업중,,,,,031-313-0312,1348,,,"경기도 시흥시 서울대학로264번길 26-16, 해든메디컬센터 7층 (배곧동)",15011,경희도담한방병원,2025-09-12 13:29:00,U,2025-09-14 02:40:00,한방병원,175629.861351806    ,429465.951646881    ,한방병원,6,13,44,1348,122 301 302 303 304 305 306 307 308,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
463,병원,01_01_01_P,3450000,PHMA220223450022021200002,2022-05-10,,01,영업/정상,13,영업중,,,,,053-259-8800,4654.95,,대구광역시 북구 대현동 321-39,"대구광역시 북구 신암로 55, 5~10층 (대현동)",41576,미래병원,2024-07-12 10:22:56,U,2024-07-14 02:40:00,병원,345039.482124278    ,265324.027519155    ,병원,13,52,192,4654.95,120 101,"내과, 재활의학과",,,,0,0,,,0,,시군구
464,병원,01_01_01_P,3490000,PHMA220223490019021200001,2022-05-04,,01,영업/정상,13,영업중,,,,,032-752-1079,1279.92,,,"인천광역시 중구 자연대로 47-0, 4층 (중산동)",22402,스카이한방병원,2025-04-28 16:07:44,U,2025-04-30 02:40:00,한방병원,160923.721744159    ,443038.278456935    ,한방병원,11,16,40,1279.92,308 307 306 305 304 303 302 301 101,"내과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시도
465,병원,01_01_01_P,6280000,202262800002000002,2022-05-04,,01,영업/정상,1,정상,,,,,0327521079,1279.92,,인천광역시 중구 중산동  1873번지 3호 3호,인천광역시 중구 자연대로 47-0 (중산동),,스카이한방병원,2025-04-28 13:21:07,U,2025-04-30 02:40:00,한방병원,160923.721744159    ,443038.278456935    ,한의사,10,16,40,1279.92,,,,,,0,0,,,0,,시군구(위임)
466,병원,01_01_01_P,3630000,PHMA220223630020021200003,2022-05-03,,01,영업/정상,13,영업중,,,,,062-604-5600,5896,,광주광역시 광산구 산월동 887-1 광주보훈병원,광주광역시 광산구 첨단월봉로 99(산월동),62284,광주보훈요양병원,2025-07-31 14:54:36,U,2025-08-02 02:40:00,요양병원(일반요양병원),186220.974688315    ,189851.345853089    ,요양병원(일반요양병원),28,30,120,5896,301 101,"내과, 한방내과",,,,0,0,,,0,,시군구
467,병원,01_01_01_P,3230000,PHMA220223230034021200001,2022-04-29,,01,영업/정상,13,영업중,,,,,1899-5989,3411.94,,서울특별시 송파구 오금동 24-2 데코빌딩,"서울특별시 송파구 위례성대로22길 27, 데코빌딩 지하3층~4층층 (오금동)",05655,오쿨리한방병원,2025-09-23 15:43:15,U,2025-09-25 02:40:00,한방병원,211457.817185708    ,445070.332711295    ,한방병원,33,35,67,3411.94,307 302 301 122 110,"산부인과, 가정의학과, 한방내과, 한방부인과, 사상체질과",,,,0,0,,,0,,시군구
468,병원,01_01_01_P,3150000,PHMA220223150037021200002,2022-04-28,,01,영업/정상,13,영업중,,,,,02-6953-8226,5117,,서울특별시 강서구 내발산동 668,"서울특별시 강서구 강서로 323, 4~8층 (내발산동)",07632,비에스코아이비인후과병원,2025-05-21 10:00:35,U,2025-05-27 02:40:00,병원,185487.641769266    ,450280.85856253     ,병원,23,21,35,5117,113 109,"마취통증의학과, 이비인후과",,,,0,0,,,0,,시군구
469,병원,01_01_01_P,3000000,PHMA220223000034021200001,2022-04-27,,01,영업/정상,13,영업중,,,,,02-6213-1010,2406,,,"서울특별시 종로구 대학로 89, 대학로빌딩 지하1, 지상2~6층 (연건동)",03082,리움한방병원,2025-07-25 10:51:41,U,2025-07-27 02:40:00,한방병원,200089.004472863    ,452986.206777353    ,한방병원,25,24,65,2406,122 301 302 306 308,"가정의학과, 한방내과, 한방부인과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
470,병원,01_01_01_P,3090000,PHMA220223090033021200002,2022-04-27,,01,영업/정상,13,영업중,,,,,02-3491-7775,1223.97,,"서울특별시 도봉구 방학동 676-21 SYO빌딩 1층, 4층","서울특별시 도봉구 방학로3길 6, SYO빌딩 1, 4층 (방학동)",01390,희성한방병원,2025-10-29 09:37:45,U,2025-10-31 02:40:00,한방병원,203511.533290165    ,462249.755144886    ,한방병원,17,12,43,1223.97,308 307 306 305 304 302 301 120,"재활의학과, 한방내과, 한방부인과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
471,병원,01_01_01_P,3530000,PHMA220223530019021200001,2022-04-26,,01,영업/정상,13,영업중,,,,,032-428-7582,4109.64,,인천광역시 남동구 간석동 207-1 인천국제한방병원,"인천광역시 남동구 석촌로 21, 인천국제한방병원 (간석동)",21545,인천국제한방병원,2025-10-20 18:45:18,U,2025-10-23 02:40:00,한방병원,174177.5186793      ,440066.646396007    ,한방병원,32,42,98,4109.64,308 307 306 305 304 303 302 301 122 105,"정형외과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
472,병원,01_01_01_P,3620000,PHMA220223620020021200003,2022-04-26,,01,영업/정상,13,영업중,,,,,062-268-6000,,,광주광역시 북구 각화동 480-13,"광주광역시 북구 각화대로 7, 6~7층 (각화동)",61139,온한방병원,2022-12-29 18:10:22,U,2022-12-31 02:40:00,한방병원,193718.513330798    ,187052.408357496    ,한방병원,7,25,68,1837.8,308 306 305 304 303 302 301 109,"마취통증의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
473,병원,01_01_01_P,6530000,202264200002000001,2022-04-25,,01,영업/정상,1,정상,,,,,0337345844,1914.08,, ,"강원특별자치도 원주시 양지로 80-0,  6층 (반곡동)층 (반곡동)",,강남한방병원,2025-09-08 13:35:20,U,2025-09-10 02:40:00,한방병원,287336.98603588     ,425561.69150027     ,한의사,7,21,74,1914.08,,,,,,0,0,,,0,,시도
474,병원,01_01_01_P,4191000,PHMA220224190023021200001,2022-04-25,,01,영업/정상,13,영업중,,,,,0337345844,1914.08,,,"강원특별자치도 원주시 양지로 80-0 (반곡동, 6층 (반곡동))",26462,강남한방병원,2024-09-05 13:08:50,U,2024-09-07 02:40:00,한방병원,287336.98603588     ,425561.69150027     ,한방병원,0,20,60,1914.08,,,,,,0,0,,,0,,시도
475,병원,01_01_01_P,3290000,PHMA220223290024021200001,2022-04-19,,01,영업/정상,13,영업중,,,,,051-711-7571,2435.3,,부산광역시 부산진구 부전동 535-9 대동레미안,"부산광역시 부산진구 중앙대로 653, DR에코시티 2~4층, 5층 일부 (부전동)",47289,메타한방병원,2025-07-11 15:30:11,U,2025-07-13 02:40:00,한방병원,387544.859122432    ,185492.142719799    ,한방병원,18,20,69,2435.3,308 307 306 305 304 303 302 301 105,"정형외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
476,병원,01_01_01_P,4010000,PHMA220224010281021200003,2022-04-12,,01,영업/정상,13,영업중,,,,,031-314-7575,2933.64,,경기도 시흥시 능곡동 898-9 더나은프라자,"경기도 시흥시 능곡번영길 22, 더나은프라자 5~8층 (능곡동)",14999,흥케이병원,2025-08-29 17:06:22,U,2025-08-31 02:40:00,병원,182922.65075394     ,430097.802602658    ,병원,64,25,82,2933.64,122 120 116 109 106 105 102 101,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
477,병원,01_01_01_P,5710000,PHMA220225710109021200001,2022-04-08,,01,영업/정상,13,영업중,,,,,0431533-0607,2559.96,,,충청북도 청주시 청원구 오창읍 오창대로 412-0,28132,채음한방병원,2025-01-13 11:38:35,U,2025-01-15 02:40:00,한방병원,,,한방병원,7,28,78,2559.96,308 307 304 301 101,"내과, 한방내과, 한방안·이비인후·피부과, 사상체질과, 침구과",,,,0,0,,,0,,시도
478,병원,01_01_01_P,6430000,202264300002000002,2022-04-08,,01,영업/정상,1,정상,,,,,04315330607,2559.96,, ,충청북도 청주시 청원구 오창읍 오창대로 412-0,,채음한방병원,2025-05-23 08:16:45,U,2025-05-25 02:40:00,한방병원,,,한의사,9,29,86,2559.96,,,,,,0,0,,,0,,시도
479,병원,01_01_01_P,3080000,PHMA220223080033021200001,2022-04-08,,01,영업/정상,13,영업중,,,,,02-985-7582,1914.72,,서울특별시 강북구 미아동 304-7,서울특별시 강북구 도봉로 181(미아동),01170,경희황소한방병원,2025-09-30 17:47:29,U,2025-10-02 02:40:00,한방병원,202253.635125976    ,458066.882224524    ,한방병원,15,18,58,1914.72,308 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",,,,0,0,,,0,,시군구
480,병원,01_01_01_P,3410000,PHMA220223410023021200002,2022-04-05,,01,영업/정상,13,영업중,,,,,053-423-3653,1449.24,,,"대구광역시 중구 명륜로23길 106, 반월당 클래시아2차 2,3층 (봉산동)",41958,대구삼육오엠씨병원,2025-10-02 22:08:39,U,2025-10-05 02:40:00,병원,343978.239110686    ,263908.094895376    ,병원,7,14,30,1449.24,109 122,"마취통증의학과, 가정의학과",,,,0,0,,,0,,시군구
481,병원,01_01_01_P,6430000,202264300002000001,2022-04-04,,01,영업/정상,1,정상,,,,,0432587000,2889.51,, ,"충청북도 청주시 상당구 중고개로 137-0,  7,8층 (용암동)층 (용암동)",,리치한방병원,2025-10-20 19:03:50,U,2025-10-23 02:40:00,한방병원,246246.647956242    ,346351.554058987    ,한의사,25,25,110,2889.51,,,,,,0,0,,,0,,시도
482,병원,01_01_01_P,5710000,PHMA220225710106021200001,2022-04-04,,01,영업/정상,13,영업중,,,,,043-258-7000,2889.51,,,"충청북도 청주시 상당구 중고개로 137-0, 7,8층 (용암동)",28808,리치한방병원,2025-07-11 11:53:13,U,2025-07-13 02:40:00,한방병원,246246.647956242    ,346351.554058987    ,한방병원,0,23,71,2889.51,308 306 304 301 122,"가정의학과, 한방내과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",,,,0,0,,,0,,시도
483,병원,01_01_01_P,3930000,PHMA220223930154021200001,2022-04-01,,01,영업/정상,13,영업중,,,,,031-401-2468,1241.21,,경기도 안산시 단원구 고잔동 716 더와이피,"경기도 안산시 단원구 광덕2로 164, 더와이피 B동 2,3,5층 (고잔동)",15476,진성한방병원,2025-09-12 11:04:45,U,2025-09-14 02:40:00,한방병원,184712.595147478    ,423076.760119753    ,한방병원,9,14,44,1241.21,104 301 302 303 304 305 306 307 308,"외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
484,병원,01_01_01_P,3520000,PHMA220223520019021200002,2022-03-31,,01,영업/정상,13,영업중,,,,,032-715-5667,2014.68,,"인천광역시 연수구 연수동 599-5 탑피온빌딩, 10층 1001호 11층 1호","인천광역시 연수구 청능대로 109, 탑피온빌딩 10층 1001호, 11층 1호 (연수동)",21927,토탈케어한방병원,2024-03-28 15:40:15,U,2024-03-30 02:40:00,한방병원,171311.104751423    ,434589.058658802    ,한방병원,5,18,55,2014.68,308 307 306 305 304 303 302 301 122 101,"내과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
485,병원,01_01_01_P,3560000,PHMA220223560021021200001,2022-03-30,,01,영업/정상,13,영업중,,,,,-1670-5101,2831.98,,,"인천광역시 서구 도곡로 172-5, 서온요양병원 가,나동 (대곡동)",22600,서온요양병원,2024-07-02 16:36:19,U,2024-07-04 02:40:00,요양병원(일반요양병원),170227.512880853    ,459357.514927324    ,요양병원(일반요양병원),26,67,191,2831.98,105 106 120 122 301 308,"정형외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 침구과",,,,0,0,,,0,,시군구
